Zmeny:
Hledani:
10 - 20: B=80.000000, D=2.000000, I=99.000000, J=11.000000, K=30.000000, L=100.000000, M=38.000000, P=40.000000, Q=70.000000, S=10.000000, T=151.000000
214 - 172: A=504.000000, B=546.000000, C=798.000000, D=42.000000, E=84.000000, F=378.000000, G=210.000000, H=279.000000, I=126.000000, J=84.000000, K=126.000000, L=546.000000, M=714.000000, N=210.000000, O=714.000000, P=630.000000, Q=84.000000, R=403.000000, S=420.000000, T=84.000000
34 - 540: A=3338.000000, B=5786.000000, C=8904.000000, D=2900.000000, E=2358.000000, F=4636.000000, G=2694.000000, H=2447.000000, I=1773.000000, J=2635.000000, K=1518.000000, L=5646.000000, M=8746.000000, N=1855.000000, O=8326.000000, P=7590.000000, Q=2633.000000, R=4514.000000, S=4991.000000, T=3082.000000
264 - 1376: A=10940.000000, B=9995.000000, C=14171.000000, D=17869.000000, E=9776.000000, F=11526.000000, G=6297.000000, H=8641.000000, I=6254.000000, J=17146.000000, K=8880.000000, L=16174.000000, M=7423.000000, N=12865.000000, O=15304.000000, P=11600.000000, Q=11321.000000, R=11676.000000, S=11778.000000, T=8497.000000
107 - 1497: A=14450.000000, B=13427.000000, C=18269.000000, D=20325.000000, E=10946.000000, F=14129.000000, G=8328.000000, H=11516.000000, I=7586.000000, J=19625.000000, K=9956.000000, L=20295.000000, M=11297.000000, N=14100.000000, O=19425.000000, P=14802.000000, Q=13541.000000, R=13380.000000, S=14926.000000, T=11020.000000
484 - 1715: A=14680.000000, B=11917.000000, C=11936.000000, D=22050.000000, E=10832.000000, F=12370.000000, G=8017.000000, H=11873.000000, I=7436.000000, J=22339.000000, K=10467.000000, L=19751.000000, M=7286.000000, N=13179.000000, O=15965.000000, P=12813.000000, Q=14438.000000, R=11998.000000, S=11228.000000, T=11771.000000
231 - 693: A=1752.000000, B=5514.000000, C=8402.000000, D=5457.000000, E=1802.000000, F=4197.000000, G=2347.000000, H=1509.000000, I=1524.000000, J=4383.000000, K=1386.000000, L=5316.000000, M=6618.000000, N=3376.000000, O=7669.000000, P=6930.000000, Q=2772.000000, R=6457.000000, S=4620.000000, T=2698.000000
1074 - 375: A=6601.000000, B=4928.000000, C=8973.000000, D=11029.000000, E=6188.000000, F=6903.000000, G=2611.000000, H=3474.000000, I=4109.000000, J=11334.000000, K=3833.000000, L=9295.000000, M=4932.000000, N=9514.000000, O=9793.000000, P=7821.000000, Q=6427.000000, R=7213.000000, S=7044.000000, T=5137.000000
1188 - 1918: A=6835.000000, B=8508.000000, C=4548.000000, D=11530.000000, E=3618.000000, F=5734.000000, G=5529.000000, H=8360.000000, I=2970.000000, J=11252.000000, K=5626.000000, L=9702.000000, M=5530.000000, N=2767.000000, O=7605.000000, P=8294.000000, Q=8788.000000, R=7055.000000, S=3906.000000, T=8416.000000
585 - 463: A=122.000000, B=1562.000000, C=2158.000000, D=1325.000000, E=488.000000, F=1428.000000, G=732.000000, H=366.000000, I=366.000000, J=1786.000000, K=366.000000, L=1126.000000, M=2074.000000, N=610.000000, O=2074.000000, P=1830.000000, Q=732.000000, R=2074.000000, S=1220.000000, T=122.000000
1459 - 1788: A=3059.000000, B=4888.000000, C=1239.000000, D=6083.000000, E=1852.000000, F=2430.000000, G=2429.000000, H=3004.000000, I=1344.000000, J=5657.000000, K=2435.000000, L=4824.000000, M=3619.000000, N=1125.000000, O=4353.000000, P=5173.000000, Q=4031.000000, R=3682.000000, S=654.000000, T=5291.000000
1396 - 413: A=11071.000000, B=8298.000000, C=11720.000000, D=16388.000000, E=9276.000000, F=10439.000000, G=5603.000000, H=8512.000000, I=5927.000000, J=17188.000000, K=8533.000000, L=14597.000000, M=4984.000000, N=12160.000000, O=13011.000000, P=9505.000000, Q=10707.000000, R=9939.000000, S=10528.000000, T=6738.000000
1830 - 1004: A=9411.000000, B=10221.000000, C=5836.000000, D=14717.000000, E=6378.000000, F=7942.000000, G=7105.000000, H=10406.000000, I=4074.000000, J=14748.000000, K=8754.000000, L=13014.000000, M=5612.000000, N=5815.000000, O=9813.000000, P=9072.000000, Q=10779.000000, R=8895.000000, S=6028.000000, T=10052.000000
390 - 36: A=3152.000000, B=3820.000000, C=6106.000000, D=1721.000000, E=1758.000000, F=2850.000000, G=1792.000000, H=1961.000000, I=1321.000000, J=1455.000000, K=1062.000000, L=4291.000000, M=6158.000000, N=1105.000000, O=5752.000000, P=5310.000000, Q=1731.000000, R=2132.000000, S=3489.000000, T=2766.000000
1595 - 11: A=16732.000000, B=15359.000000, C=19585.000000, D=22279.000000, E=12070.000000, F=15628.000000, G=9531.000000, H=13486.000000, I=8688.000000, J=22259.000000, K=10806.000000, L=23019.000000, M=14064.000000, N=14394.000000, O=21563.000000, P=17626.000000, Q=15390.000000, R=14360.000000, S=15682.000000, T=13194.000000
1274 - 562: A=9214.000000, B=4897.000000, C=7078.000000, D=12865.000000, E=8192.000000, F=7188.000000, G=3489.000000, H=6113.000000, I=4748.000000, J=13528.000000, K=6672.000000, L=11154.000000, M=2153.000000, N=11171.000000, O=9014.000000, P=6416.000000, Q=8105.000000, R=6262.000000, S=7574.000000, T=5972.000000
1432 - 998: A=6076.000000, B=4647.000000, C=4411.000000, D=8019.000000, E=4508.000000, F=5208.000000, G=4340.000000, H=6754.000000, I=2604.000000, J=7986.000000, K=6286.000000, L=7812.000000, M=1246.000000, N=4375.000000, O=5208.000000, P=3038.000000, Q=6076.000000, R=4340.000000, S=5110.000000, T=3705.000000
105 - 766: A=4376.000000, B=7520.000000, C=11947.000000, D=6897.000000, E=2848.000000, F=5593.000000, G=3053.000000, H=2620.000000, I=2704.000000, J=6148.000000, K=1983.000000, L=7175.000000, M=8908.000000, N=5000.000000, O=10687.000000, P=9715.000000, Q=3558.000000, R=7006.000000, S=6610.000000, T=3023.000000
599 - 1936: A=14808.000000, B=11972.000000, C=10251.000000, D=22132.000000, E=10636.000000, F=11668.000000, G=7939.000000, H=13202.000000, I=7091.000000, J=22443.000000, K=10725.000000, L=18827.000000, M=6924.000000, N=13267.000000, O=14958.000000, P=13553.000000, Q=15467.000000, R=11828.000000, S=10078.000000, T=14007.000000
1232 - 975: A=3598.000000, B=2270.000000, C=1859.000000, D=4633.000000, E=3851.000000, F=3084.000000, G=2426.000000, H=3692.000000, I=1542.000000, J=4883.000000, K=4369.000000, L=4626.000000, M=514.000000, N=4290.000000, O=3084.000000, P=1799.000000, Q=3598.000000, R=2570.000000, S=2940.000000, T=2689.000000
420 - 324: A=96.000000, B=1248.000000, C=1824.000000, D=1503.000000, E=368.000000, F=836.000000, G=576.000000, H=288.000000, I=288.000000, J=192.000000, K=288.000000, L=1233.000000, M=1632.000000, N=480.000000, O=1632.000000, P=1440.000000, Q=576.000000, R=1248.000000, S=960.000000, T=1160.000000
1536 - 1070: A=6275.000000, B=5769.000000, C=4427.000000, D=8699.000000, E=3844.000000, F=5412.000000, G=4660.000000, H=7456.000000, I=2796.000000, J=8386.000000, K=5582.000000, L=8388.000000, M=2246.000000, N=3745.000000, O=5388.000000, P=3612.000000, Q=6524.000000, R=4660.000000, S=5322.000000, T=4289.000000
164 - 795: A=3984.000000, B=7099.000000, C=11029.000000, D=7360.000000, E=2817.000000, F=5454.000000, G=2787.000000, H=2382.000000, I=2643.000000, J=6455.000000, K=1893.000000, L=7016.000000, M=7961.000000, N=5522.000000, O=10032.000000, P=9033.000000, Q=3582.000000, R=7064.000000, S=6310.000000, T=3116.000000
1703 - 1324: A=4556.000000, B=5226.000000, C=2897.000000, D=7201.000000, E=2032.000000, F=3514.000000, G=3524.000000, H=4654.000000, I=2154.000000, J=6443.000000, K=2603.000000, L=6822.000000, M=3575.000000, N=1482.000000, O=4845.000000, P=4673.000000, Q=5021.000000, R=3790.000000, S=2274.000000, T=5362.000000
713 - 703: A=140.000000, B=70.000000, C=170.000000, D=180.000000, E=40.000000, F=60.000000, G=10.000000, H=40.000000, I=90.000000, J=190.000000, K=30.000000, L=130.000000, M=20.000000, N=180.000000, O=120.000000, P=150.000000, Q=60.000000, R=20.000000, S=100.000000, T=10.000000
1648 - 678: A=12995.000000, B=8792.000000, C=8395.000000, D=17883.000000, E=9520.000000, F=10276.000000, G=6883.000000, H=10816.000000, I=6596.000000, J=17738.000000, K=9282.000000, L=16378.000000, M=4262.000000, N=11137.000000, O=11772.000000, P=8764.000000, Q=12470.000000, R=8060.000000, S=9288.000000, T=10505.000000
836 - 929: A=1302.000000, B=93.000000, C=651.000000, D=1674.000000, E=1357.000000, F=1116.000000, G=93.000000, H=420.000000, I=812.000000, J=1767.000000, K=279.000000, L=1674.000000, M=186.000000, N=1674.000000, O=1116.000000, P=651.000000, Q=1581.000000, R=554.000000, S=930.000000, T=1395.000000
998 - 1432: A=6076.000000, B=4647.000000, C=4411.000000, D=8019.000000, E=4508.000000, F=5208.000000, G=4340.000000, H=6754.000000, I=2604.000000, J=7986.000000, K=6286.000000, L=7812.000000, M=1246.000000, N=4375.000000, O=5208.000000, P=3038.000000, Q=6076.000000, R=4340.000000, S=5110.000000, T=3705.000000
1354 - 1241: A=1582.000000, B=1356.000000, C=1424.000000, D=2147.000000, E=551.000000, F=1356.000000, G=1130.000000, H=1808.000000, I=678.000000, J=2043.000000, K=1765.000000, L=2034.000000, M=226.000000, N=226.000000, O=1356.000000, P=791.000000, Q=1582.000000, R=1130.000000, S=1356.000000, T=389.000000
959 - 656: A=4242.000000, B=1193.000000, C=3131.000000, D=5454.000000, E=3391.000000, F=2844.000000, G=303.000000, H=1320.000000, I=2576.000000, J=5757.000000, K=1035.000000, L=4262.000000, M=606.000000, N=5454.000000, O=3636.000000, P=2801.000000, Q=3131.000000, R=1514.000000, S=3030.000000, T=2781.000000
617 - 1788: A=14790.000000, B=11442.000000, C=9852.000000, D=21473.000000, E=10564.000000, F=11482.000000, G=7483.000000, H=11900.000000, I=7037.000000, J=21341.000000, K=10671.000000, L=18593.000000, M=5996.000000, N=12655.000000, O=14652.000000, P=12059.000000, Q=14396.000000, R=10859.000000, S=9898.000000, T=12833.000000
311 - 837: A=3347.000000, B=5248.000000, C=8530.000000, D=7787.000000, E=3023.000000, F=4635.000000, G=2011.000000, H=1810.000000, I=2580.000000, J=6959.000000, K=1578.000000, L=5861.000000, M=5546.000000, N=5568.000000, O=8037.000000, P=7122.000000, Q=3178.000000, R=6043.000000, S=5260.000000, T=2542.000000
92 - 1266: A=11558.000000, B=10625.000000, C=15762.000000, D=15951.000000, E=10142.000000, F=11474.000000, G=6093.000000, H=7910.000000, I=6320.000000, J=15791.000000, K=7946.000000, L=16287.000000, M=10155.000000, N=13120.000000, O=16892.000000, P=13410.000000, Q=10457.000000, R=11070.000000, S=12178.000000, T=8785.000000
1130 - 824: A=4284.000000, B=1197.000000, C=2142.000000, D=5508.000000, E=4456.000000, F=3672.000000, G=1557.000000, H=2804.000000, I=2174.000000, J=5814.000000, K=3438.000000, L=5508.000000, M=612.000000, N=5508.000000, O=3672.000000, P=2142.000000, Q=4517.000000, R=2588.000000, S=3226.000000, T=4546.000000
1678 - 1336: A=4113.000000, B=4707.000000, C=2594.000000, D=6498.000000, E=1784.000000, F=3220.000000, G=3329.000000, H=4312.000000, I=2037.000000, J=5814.000000, K=2174.000000, L=6156.000000, M=3276.000000, N=1383.000000, O=4326.000000, P=4164.000000, Q=4553.000000, R=3420.000000, S=2130.000000, T=4926.000000
182 - 681: A=2172.000000, B=6067.000000, C=9129.000000, D=5290.000000, E=1852.000000, F=4566.000000, G=2583.000000, H=1818.000000, I=1563.000000, J=4253.000000, K=1497.000000, L=5797.000000, M=7427.000000, N=3405.000000, O=8358.000000, P=7485.000000, Q=2862.000000, R=6732.000000, S=4990.000000, T=2784.000000
1052 - 612: A=6056.000000, B=1715.000000, C=4530.000000, D=7920.000000, E=4926.000000, F=4224.000000, G=989.000000, H=2404.000000, I=3266.000000, J=8360.000000, K=2748.000000, L=6508.000000, M=992.000000, N=7920.000000, O=5500.000000, P=4112.000000, Q=4697.000000, R=3192.000000, S=4410.000000, T=4220.000000
31 - 1501: A=15662.000000, B=13789.000000, C=19063.000000, D=20477.000000, E=11570.000000, F=14677.000000, G=8588.000000, H=12312.000000, I=7952.000000, J=20529.000000, K=10204.000000, L=21127.000000, M=12783.000000, N=14112.000000, O=20462.000000, P=15948.000000, Q=14051.000000, R=13420.000000, S=15662.000000, T=11412.000000
686 - 1176: A=6860.000000, B=2559.000000, C=4140.000000, D=8820.000000, E=6490.000000, F=5268.000000, G=2155.000000, H=4092.000000, I=3692.000000, J=9310.000000, K=4634.000000, L=7778.000000, M=980.000000, N=8820.000000, O=5880.000000, P=3870.000000, Q=5989.000000, R=3324.000000, S=5158.000000, T=5456.000000
1237 - 1934: A=6149.000000, B=7920.000000, C=4135.000000, D=10636.000000, E=2883.000000, F=5146.000000, G=5042.000000, H=7768.000000, I=2676.000000, J=10321.000000, K=4793.000000, L=8820.000000, M=5432.000000, N=2349.000000, O=7017.000000, P=7951.000000, Q=8102.000000, R=6565.000000, S=3318.000000, T=8220.000000
663 - 1112: A=6286.000000, B=1976.000000, C=4083.000000, D=8082.000000, E=5622.000000, F=4638.000000, G=1538.000000, H=3160.000000, I=3473.000000, J=8531.000000, K=3615.000000, L=6925.000000, M=898.000000, N=8082.000000, O=5388.000000, P=3767.000000, Q=5231.000000, R=2925.000000, S=4620.000000, T=5069.000000
1508 - 1124: A=5211.000000, B=4701.000000, C=3909.000000, D=7195.000000, E=2922.000000, F=4484.000000, G=3840.000000, H=6144.000000, I=2304.000000, J=6884.000000, K=4524.000000, L=6912.000000, M=1830.000000, N=2689.000000, O=4560.000000, P=2758.000000, Q=5376.000000, R=3840.000000, S=4674.000000, T=3031.000000
170 - 447: A=1289.000000, B=3601.000000, C=5263.000000, D=2169.000000, E=940.000000, F=2446.000000, G=1604.000000, H=1112.000000, I=831.000000, J=587.000000, K=831.000000, L=3451.000000, M=4709.000000, N=1385.000000, O=4709.000000, P=4155.000000, Q=1482.000000, R=2933.000000, S=2770.000000, T=2574.000000
699 - 1475: A=10798.000000, B=6056.000000, C=7299.000000, D=14218.000000, E=8448.000000, F=8720.000000, G=5132.000000, H=8824.000000, I=5369.000000, J=14398.000000, K=8070.000000, L=12991.000000, M=2317.000000, N=10230.000000, O=9312.000000, P=5768.000000, Q=10097.000000, R=6288.000000, S=8616.000000, T=7716.000000
592 - 303: A=289.000000, B=3705.000000, C=5317.000000, D=3439.000000, E=1140.000000, F=2943.000000, G=1734.000000, H=867.000000, I=867.000000, J=2320.000000, K=867.000000, L=3067.000000, M=4913.000000, N=1445.000000, O=4913.000000, P=4335.000000, Q=1734.000000, R=4397.000000, S=2890.000000, T=1647.000000
1567 - 1108: A=6084.000000, B=5778.000000, C=4316.000000, D=8604.000000, E=3398.000000, F=5266.000000, G=4590.000000, H=7294.000000, I=2754.000000, J=8191.000000, K=5091.000000, L=8262.000000, M=2511.000000, N=3154.000000, O=5397.000000, P=3873.000000, Q=6413.000000, R=4590.000000, S=4866.000000, T=4215.000000
1655 - 1911: A=903.000000, B=2370.000000, C=492.000000, D=2694.000000, E=744.000000, F=876.000000, G=838.000000, H=1734.000000, I=168.000000, J=3085.000000, K=1143.000000, L=1296.000000, M=2211.000000, N=768.000000, O=1848.000000, P=3485.000000, Q=2439.000000, R=2385.000000, T=3311.000000
992 - 1737: A=9578.000000, B=9093.000000, C=5674.000000, D=13922.000000, E=6470.000000, F=7702.000000, G=6946.000000, H=9920.000000, I=4146.000000, J=13285.000000, K=8553.000000, L=13230.000000, M=4613.000000, N=5752.000000, O=9341.000000, P=7575.000000, Q=10077.000000, R=7485.000000, S=6148.000000, T=8675.000000
1565 - 650: A=12474.000000, B=7793.000000, C=8582.000000, D=16810.000000, E=9004.000000, F=9914.000000, G=6081.000000, H=10430.000000, I=6230.000000, J=16859.000000, K=8667.000000, L=15248.000000, M=3405.000000, N=11392.000000, O=10893.000000, P=7773.000000, Q=11653.000000, R=7676.000000, S=9568.000000, T=9205.000000
491 - 1963: A=14916.000000, B=13296.000000, C=12115.000000, D=23569.000000, E=11068.000000, F=12788.000000, G=8587.000000, H=13850.000000, I=7415.000000, J=24383.000000, K=11049.000000, L=19911.000000, M=8718.000000, N=13885.000000, O=16794.000000, P=15173.000000, Q=16115.000000, R=13664.000000, S=11158.000000, T=14115.000000
1374 - 1438: A=896.000000, B=768.000000, C=858.000000, D=1216.000000, E=256.000000, F=768.000000, G=640.000000, H=1024.000000, I=384.000000, J=1088.000000, K=320.000000, L=1152.000000, M=560.000000, N=281.000000, O=768.000000, P=448.000000, Q=896.000000, R=640.000000, S=768.000000, T=972.000000
1842 - 1750: B=945.000000, C=207.000000, D=824.000000, F=306.000000, G=276.000000, H=552.000000, J=1470.000000, K=288.000000, M=1012.000000, N=276.000000, O=434.000000, P=1564.000000, Q=828.000000, R=1309.000000, T=1553.000000
954 - 674: A=3920.000000, B=1026.000000, C=2790.000000, D=5040.000000, E=3254.000000, F=2676.000000, G=280.000000, H=1218.000000, I=2468.000000, J=5320.000000, K=896.000000, L=3938.000000, M=560.000000, N=5040.000000, O=3360.000000, P=2496.000000, Q=2953.000000, R=1158.000000, S=2800.000000, T=2688.000000
1834 - 808: A=12155.000000, B=10417.000000, C=7208.000000, D=18265.000000, E=9184.000000, F=10294.000000, G=7430.000000, H=11412.000000, I=5636.000000, J=18472.000000, K=10098.000000, L=16542.000000, M=6048.000000, N=9355.000000, O=12165.000000, P=10512.000000, Q=13664.000000, R=10255.000000, S=7988.000000, T=13060.000000
523 - 580: A=57.000000, B=741.000000, C=969.000000, D=935.000000, E=228.000000, F=558.000000, G=342.000000, H=171.000000, I=171.000000, J=1083.000000, K=171.000000, L=581.000000, M=969.000000, N=285.000000, O=969.000000, P=855.000000, Q=342.000000, R=969.000000, S=570.000000, T=57.000000
307 - 982: A=5381.000000, B=5445.000000, C=9621.000000, D=10439.000000, E=5080.000000, F=6411.000000, G=2180.000000, H=2556.000000, I=3761.000000, J=9722.000000, K=2473.000000, L=8523.000000, M=5904.000000, N=8198.000000, O=9845.000000, P=8197.000000, Q=5547.000000, R=7177.000000, S=6750.000000, T=4777.000000
1397 - 1601: A=2412.000000, B=2820.000000, C=1204.000000, D=3876.000000, E=924.000000, F=2026.000000, G=2040.000000, H=2874.000000, I=1224.000000, J=3468.000000, K=1116.000000, L=3672.000000, M=2244.000000, N=1030.000000, O=2439.000000, P=2428.000000, Q=2775.000000, R=2040.000000, S=1398.000000, T=3264.000000
1181 - 447: A=8027.000000, B=5276.000000, C=8354.000000, D=12133.000000, E=7521.000000, F=7586.000000, G=3249.000000, H=4970.000000, I=4535.000000, J=13190.000000, K=5436.000000, L=10435.000000, M=3922.000000, N=11080.000000, O=9853.000000, P=7490.000000, Q=7493.000000, R=7287.000000, S=7608.000000, T=5715.000000
1310 - 558: A=9722.000000, B=5381.000000, C=7437.000000, D=13621.000000, E=8352.000000, F=7644.000000, G=3873.000000, H=6701.000000, I=4976.000000, J=14272.000000, K=7296.000000, L=11854.000000, M=2293.000000, N=11263.000000, O=9514.000000, P=6728.000000, Q=8633.000000, R=6690.000000, S=8046.000000, T=6101.000000
1065 - 261: A=6600.000000, B=6302.000000, C=11076.000000, D=12123.000000, E=6509.000000, F=7821.000000, G=3205.000000, H=3677.000000, I=4397.000000, J=11391.000000, K=4022.000000, L=10615.000000, M=6852.000000, N=9922.000000, O=11623.000000, P=9468.000000, Q=6985.000000, R=8605.000000, S=8076.000000, T=6712.000000
1200 - 983: A=3038.000000, B=1878.000000, C=1519.000000, D=3906.000000, E=3255.000000, F=2604.000000, G=2098.000000, H=3132.000000, I=1302.000000, J=4123.000000, K=3689.000000, L=3906.000000, M=434.000000, N=3906.000000, O=2604.000000, P=1519.000000, Q=3038.000000, R=2170.000000, S=2476.000000, T=2441.000000
1805 - 1849: B=96.000000, C=42.000000, D=220.000000, G=132.000000, H=264.000000, J=437.000000, M=484.000000, N=132.000000, P=748.000000, Q=396.000000, R=374.000000, T=748.000000
333 - 726: A=1771.000000, B=4419.000000, C=7025.000000, D=5437.000000, E=1556.000000, F=3477.000000, G=1768.000000, H=1300.000000, I=1515.000000, J=4806.000000, K=1179.000000, L=4315.000000, M=4950.000000, N=3460.000000, O=6331.000000, P=5895.000000, Q=2358.000000, R=5535.000000, S=3930.000000, T=1331.000000
1709 - 1350: A=4258.000000, B=5004.000000, C=2421.000000, D=6821.000000, E=1976.000000, F=3238.000000, G=3282.000000, H=4274.000000, I=1998.000000, J=6103.000000, K=2323.000000, L=6462.000000, M=3589.000000, N=1448.000000, O=4623.000000, P=4593.000000, Q=4729.000000, R=3590.000000, S=1962.000000, T=5380.000000
995 - 166: A=6760.000000, B=7291.000000, C=12391.000000, D=10958.000000, E=5679.000000, F=7836.000000, G=3013.000000, H=3350.000000, I=4262.000000, J=10251.000000, K=3117.000000, L=10590.000000, M=8327.000000, N=9122.000000, O=12398.000000, P=10403.000000, Q=6379.000000, R=8360.000000, S=8290.000000, T=6112.000000
