[105089-108316: A=218.14],
[117540-127204: A=48.01],
[140897-162053: A=166.45],
[124234-124902: A=209.74],
[197922-271960: A=239.79],
[186367-189062: A=200.68],
[165381-210403: A=223.86],
[197192-215322: A=197.04],
[198379-225141: A=240.34],
[171540-173106: A=197.80],
[191417-238909: A=178.98],
[143277-147072: A=103.91],
[147236-166797: A=193.52],
[116798-124507: A=56.30],
[150853-189980: A=236.48],
[100758-100847: A=99.17],
[113703-119742: A=112.15],
[178155-204893: A=39.32],
[121690-140188: A=2.96],
[110675-119506: A=9.93],
[120046-125861: A=188.58],
[193012-263773: A=83.73],
[178461-254810: A=213.99],
[192218-262067: A=63.22],
[191315-271316: A=222.27],
[187462-271149: A=150.34],
[140208-149623: A=177.51],
[117030-131218: A=50.64],
[167334-174495: A=87.51],
[134573-144422: A=77.19],
[114321-116991: A=126.82],
[187889-259501: A=99.85],
[104907-109164: A=157.89],
[106592-106971: A=102.63],
[123827-130301: A=76.15],
[181210-242984: A=240.11],
[101716-102228: A=191.43],
[150801-191700: A=219.65],
[181721-260552: A=97.10],
[195528-284297: A=106.77],
[132480-150232: A=101.21],
[158068-192305: A=148.74],
[164826-195971: A=114.04],
[171295-215762: A=128.58],
[171678-191424: A=220.87],
[110953-113559: A=190.53],
[168139-218252: A=33.07],
[104703-108599: A=2.22],
[102040-103881: A=67.76],
[140578-171937: A=46.18],
[103711-106971: A=141.35],
[182425-256258: A=13.85],
[171194-228087: A=231.54],
[171443-198090: A=75.37],
[192896-197312: A=170.70],
[185737-250006: A=234.04],
[169092-178983: A=134.09],
[194162-259010: A=91.95],
[157528-188685: A=55.54],
[145719-168731: A=232.18],
[102393-102799: A=136.10],
[107034-109930: A=102.69],
[152324-185205: A=112.29],
[182898-213530: A=180.77],
[140955-153086: A=169.65],
[138885-150253: A=101.34],
[162318-180562: A=52.95],
[140469-161511: A=171.32],
[105904-106606: A=110.82],
[177324-200236: A=155.13],
[181783-227322: A=229.46],
[106020-108491: A=145.48],
[117983-122417: A=84.86],
[168553-198209: A=50.27],
[157675-167873: A=150.05],
[125335-146620: A=50.52],
[166367-210041: A=226.33],
[138843-154357: A=14.04],
[196130-259253: A=113.65],
[179298-244266: A=153.48],
[145324-149399: A=40.55],
[104089-106107: A=105.92],
[114517-126954: A=237.89],
[195412-286566: A=63.37],
[173074-213795: A=42.73],
[149441-185160: A=65.00],
[148391-184776: A=136.44],
[176227-250698: A=49.33],
[197665-198667: A=8.29],
[131731-150208: A=215.28],
[167417-227860: A=182.39],
[184679-207515: A=142.52],
[112525-119424: A=9.72],
[130926-158965: A=43.78],
[147955-153188: A=204.49],
[189913-251977: A=112.86],
[160299-164986: A=238.05],
[183900-258228: A=85.13],
[111484-120247: A=81.92],
[162973-205191: A=1.34],
[124173-126530: A=189.75],
[146625-158434: A=172.59],
[150643-154609: A=16.65],
[182084-201885: A=67.35],
[177275-199152: A=15.52],
[149502-159766: A=116.50],
[178378-244051: A=172.36],
[135688-155875: A=48.50],
[136440-157443: A=166.20],
[142011-174921: A=50.48],
[147729-177291: A=229.00],
[182827-253967: A=193.25],
[103918-106445: A=82.54],
[162761-166593: A=167.59],
[126529-145255: A=76.22],
[101008-101608: A=10.13],
[133145-153648: A=77.34],
[128188-147373: A=4.15],
[118858-119457: A=131.83],
[158570-185774: A=113.50],
[142027-145192: A=26.65],
[185055-192485: A=232.29],
[100384-100704: A=117.96],
[139981-160206: A=59.03],
[161147-197507: A=63.61],
[154723-192716: A=84.59],
[197026-220053: A=95.70],
[111685-119751: A=197.71],
[160221-213711: A=197.14],
[122885-127941: A=157.25],
[118490-129318: A=156.30],
[140492-149469: A=208.97],
[147017-186623: A=108.65],
[182854-220895: A=108.36],
[156082-167825: A=123.93],
[113466-117086: A=3.68],
[192558-258929: A=67.40],
[106776-112850: A=8.60],
[192381-273366: A=114.25],
[176197-243817: A=148.49],
[192839-266733: A=212.20],
[136723-147807: A=224.53],
[154765-169888: A=88.08],
[142061-153989: A=18.18],
[187588-215954: A=227.51],
[130004-135426: A=130.56],
[136267-154753: A=32.09],
[149839-185053: A=130.72],
[138972-150741: A=144.11],
[103922-105802: A=71.11],
[139435-172019: A=135.87],
[165197-176658: A=117.83],
[184324-259597: A=71.93],
[125184-134231: A=66.41],
[188735-220564: A=12.60],
[134454-168744: A=171.46],
[186224-221184: A=176.85],
[199220-210219: A=44.90],
[133879-137369: A=108.97],
[105005-107256: A=67.78],
[111315-121218: A=118.76],
[176341-214942: A=38.26],
[106086-110982: A=175.61],
[191399-260117: A=55.52],
[184236-239747: A=223.96],
[142758-149209: A=147.65],
[141019-160803: A=180.73],
[151544-172991: A=17.09],
[105520-105732: A=125.94],
[151975-174763: A=131.58],
[198157-205177: A=84.89],
[133286-148776: A=183.92],
[113703-117422: A=155.71],
[161013-190850: A=136.25],
[126705-147462: A=4.52],
[102704-103934: A=139.02],
[117537-132456: A=131.59],
[100158-100165: A=136.52],
[118180-124585: A=237.82],
[151365-167439: A=89.60],
[199888-238079: A=59.61],
[192452-281699: A=119.73],
[133119-139982: A=115.21],
[173683-186390: A=121.65],
[197349-289877: A=101.98],
[108727-110074: A=234.28],
[159276-215299: A=240.94],
[151242-186059: A=24.49],
[135014-148552: A=221.16],
[114975-117474: A=88.92],
[198448-248401: A=71.02],
[134641-145546: A=217.18],
[127229-134391: A=2.59],
[181671-244858: A=56.14],
[108502-112977: A=158.18],
[139237-172115: A=99.46],
[166440-195426: A=92.52],
[100375-100417: A=13.18],
[194426-216859: A=131.70],
[149662-150990: A=1.93],
[106696-107240: A=109.13],
[186794-195910: A=117.38],
[130974-134201: A=79.74],
[138145-153531: A=185.08],
[155873-177397: A=58.02],
[190756-198667: A=211.52],
[193210-221053: A=205.66],
[153431-167873: A=45.47],
[176726-223856: A=197.31],
[183715-231542: A=125.63],
[173700-236307: A=232.93],
[155449-173755: A=164.72],
[156962-188007: A=156.68],
[176652-236490: A=94.31],
[143624-153780: A=249.83],
[156481-172533: A=195.06],
[162238-191879: A=123.95],
[168428-183016: A=65.54],
[187625-269762: A=129.23],
[197010-223662: A=106.26],
[131270-146858: A=160.85],
[114751-123941: A=134.09],
[187807-250029: A=95.82],
[160430-210363: A=58.90],
[157352-180078: A=153.43],
[140686-172400: A=51.76],
[124833-149184: A=109.60],
[147464-181427: A=67.00],
[107542-114269: A=158.35],
[193601-227226: A=168.76],
[139573-146832: A=200.55],
[171212-171940: A=50.05],
[165717-177997: A=100.42],
[199524-283025: A=102.11],
[146217-152564: A=238.75],
[153634-167275: A=118.56],
[119199-127811: A=36.80],
[106960-107935: A=5.15],
[180955-251895: A=10.39],
[197218-212962: A=4.98],
[181599-220792: A=102.42],
[193183-284434: A=41.48],
[137700-159766: A=222.83],
[180815-230212: A=75.08],
[116767-117271: A=122.91],
[193096-218723: A=227.87],
[195865-277599: A=227.55],
[156264-201636: A=41.06],
[130059-148512: A=142.47],
[149703-187654: A=221.40],
[161455-182517: A=107.67],
[130282-158466: A=65.10],
[102460-104786: A=99.23],
[102295-103238: A=100.22],
[163929-215017: A=84.98],
[155604-196465: A=3.16],
[150988-156568: A=27.22],
[147395-173332: A=10.31],
[150733-187479: A=189.62],
[162966-166864: A=82.94],
[112126-123326: A=248.91],
[160660-162478: A=214.23],
[170671-185384: A=212.51],
[181231-195716: A=224.32],
[132538-149053: A=166.77],
[100212-100344: A=67.92],
[119577-137221: A=27.75],
[115393-125288: A=20.50],
[124872-129153: A=199.94],
[175179-229866: A=193.79],
[190042-277920: A=212.86],
[144552-174457: A=103.41],
[101275-102038: A=163.93],
[136533-153976: A=159.78],
[181051-197038: A=46.73],
[153755-194752: A=1.57],
[153842-179632: A=123.16],
[143848-186735: A=141.56],
[144357-171042: A=112.57],
[136310-139861: A=92.91],
[109539-117777: A=159.92],
[111836-114729: A=112.60],
[190663-277297: A=147.64],
[142021-168009: A=240.51],
[116082-118921: A=139.47],
[159373-166143: A=54.57],
[165695-177542: A=4.58],
[142703-153818: A=247.98],
[182705-240882: A=167.85],
[113113-122436: A=242.79],
[143361-184005: A=57.91],
[124645-145188: A=33.85],
[168303-184318: A=178.90],
[170212-185403: A=216.51],
[106561-110085: A=23.15],
[132970-147828: A=165.72],
[172457-207769: A=93.63],
[131231-149109: A=190.75],
[123818-130686: A=177.21],
[185068-206723: A=94.57],
[163340-185004: A=14.69],
[157388-171569: A=106.87],
[125782-148149: A=229.89],
[191995-274979: A=208.34],
[130222-131972: A=99.68],
[144111-159765: A=193.41],
[136614-169271: A=234.63],
[101376-102514: A=74.40],
[113846-116138: A=56.31],
[196428-269258: A=0.92],
[118801-124913: A=36.47],
[110027-119772: A=159.25],
[119852-138985: A=50.50],
[191634-261912: A=64.45],
[161494-213423: A=176.98],
[165682-172648: A=133.34],
[128065-137107: A=85.64],
[123118-135500: A=183.37],
[160901-221463: A=191.46],
[198224-252653: A=245.99],
[185217-224193: A=188.93],
[141170-161127: A=41.89],
[113963-116772: A=199.87],
[109946-110756: A=178.26],
[195197-203822: A=212.08],
[112614-122006: A=216.72],
[181534-255768: A=183.90],
[147543-160613: A=74.47],
[121728-133208: A=64.67],
[100362-100541: A=73.73],
[123541-125653: A=193.15],
[166519-207793: A=32.78],
[147982-160285: A=58.58],
[148852-167324: A=201.32],
[156455-211516: A=165.14],
[196214-276782: A=183.38],
[170009-200413: A=214.31],
[109545-111050: A=226.06],
[105215-107977: A=102.62],
[108766-112116: A=244.90],
[120945-121822: A=169.59],
[145235-147523: A=217.50],
[151480-153006: A=39.50],
[129254-137339: A=160.77],
[125814-126496: A=241.59],
[134346-145867: A=92.59],
[147572-148462: A=134.41],
[134112-162012: A=90.31],
[120260-129944: A=116.07],
[149180-170926: A=87.34],
[188296-241435: A=42.52],
[142264-159831: A=141.13],
[156477-199808: A=162.34],
[142360-148915: A=114.36],
[130558-158887: A=122.27],
[132114-155206: A=226.42],
[159627-166528: A=141.52],
[132880-154306: A=173.68],
[111144-122075: A=190.91],
[120273-134590: A=177.62],
[132731-163838: A=164.60],
[144505-153973: A=109.17],
[170419-215581: A=55.59],
[108564-112879: A=134.90],
[154903-198329: A=171.00],
[178139-236047: A=204.48],
[114948-128666: A=23.62],
[144524-161735: A=245.59],
[139461-160120: A=27.93],
[169106-188180: A=25.45],
[155506-170270: A=56.00],
[164530-179364: A=151.59],
[109512-118758: A=154.51],
[175393-198198: A=94.38],
[141061-154453: A=195.92],
[108173-114243: A=98.11],
[167354-224845: A=87.83],
[198141-238969: A=99.01],
[182512-188138: A=108.46],
[158565-168463: A=74.38],
[157997-179082: A=86.13],
[105894-106773: A=13.79],
[160755-207994: A=9.47],
[137975-166874: A=222.00],
[147863-191255: A=3.91],
[104239-106876: A=208.37],
[166768-212937: A=163.28],
[167530-185054: A=146.77],
[105293-106273: A=213.15],
[152399-153386: A=206.81],
[135531-141827: A=32.89],
[174976-188518: A=8.12],
[122779-137186: A=84.07],
[159928-167062: A=16.00],
[112755-125344: A=240.25],
[117206-126087: A=213.44],
[127286-136843: A=98.26],
[199253-224623: A=144.24],
[136693-161398: A=55.98],
[188460-259250: A=125.61],
[193431-223809: A=61.83],
[173233-181291: A=162.93],
[122968-135297: A=144.89],
[120574-137719: A=96.50],
[187410-247846: A=64.36],
[150001-198214: A=9.51],
[117634-127961: A=42.01],
[163279-179702: A=186.30],
[185667-222035: A=61.99],
[137458-145294: A=171.38],
[152783-175343: A=61.65],
[170942-230705: A=180.61],
[125237-148506: A=177.00],
[186234-257596: A=138.07],
[109457-115304: A=114.94],
[126332-126809: A=33.63],
[157211-191519: A=100.49],
[103224-104592: A=134.80],
[138344-166415: A=147.23],
[122578-144225: A=114.81],
[151039-189969: A=8.03],
[137584-141671: A=39.82],
[129516-158572: A=2.18],
[173482-182362: A=79.73],
[108279-111619: A=230.88],
[124000-137550: A=119.92],
[194704-232714: A=26.16],
[157048-169246: A=75.28],
[103835-106605: A=95.20],
[116817-118761: A=37.19],
[148217-166245: A=102.05],
[155854-190705: A=118.23],
[146068-177143: A=46.41],
[134968-149013: A=193.59],
[151716-171429: A=126.45],
[170321-230975: A=99.13],
[174395-225239: A=115.21],
[179751-221393: A=192.70],
[106340-110558: A=94.31],
[103841-104509: A=196.75],
[118948-125716: A=10.06],
[173261-197974: A=109.14],
[160805-181035: A=248.75],
[184759-252826: A=222.49],
[126114-142312: A=30.01],
[191144-275290: A=103.36],
[126517-147222: A=227.85],
[132052-153137: A=9.34],
[110514-118911: A=204.67],
[166241-174043: A=25.88],
[130603-156864: A=132.76],
[101349-102559: A=95.31],
[191001-221247: A=25.77],
[199068-221526: A=45.83],
[136287-169633: A=196.31],
[169336-183341: A=78.19],
[194043-260173: A=122.59],
[141383-155041: A=71.67],
[148511-172236: A=10.11],
[173694-216519: A=72.66],
[180400-195239: A=109.28],
[147558-159004: A=7.93],
[133766-156790: A=128.47],
[101212-102366: A=48.99],
[137148-154799: A=146.82],
[172039-194747: A=65.95],
[108381-108848: A=6.78],
[150113-194082: A=72.98],
[152619-162595: A=53.60],
[123147-140429: A=131.04],
[102861-103011: A=206.42],
[180928-255461: A=249.14],
[164949-207179: A=36.87],
[192504-241437: A=223.12],
[172537-187732: A=84.78],
[192390-251148: A=51.82],
[173981-247298: A=58.80],
[155203-169265: A=38.47],
[152818-160947: A=180.44],
[155663-158317: A=84.29],
[122125-143847: A=164.80],
[129635-148870: A=218.54],
[119479-127586: A=132.10],
[136693-154920: A=210.69],
[136983-141088: A=47.51],
[149256-184386: A=56.71],
[162781-186093: A=15.20],
[151574-188261: A=77.77],
[176817-200036: A=32.43],
[158782-189773: A=108.68],
[151561-169678: A=162.10],
[162756-215919: A=197.29],
[154997-203872: A=67.28],
[152304-203132: A=104.48],
[175223-241822: A=215.46],
[174995-235891: A=187.25],
[124136-124662: A=50.58],
[163048-216194: A=179.77],
[114894-127437: A=172.09],
[147905-182868: A=197.77],
[157314-191235: A=59.90],
[162227-190348: A=211.27],
[166855-229850: A=39.57],
[145509-145786: A=145.41],
[133894-151540: A=40.10],
[174041-215188: A=25.95],
[130516-137765: A=195.19],
[159639-198928: A=108.99],
[133348-134821: A=114.63],
[198024-285941: A=248.54],
[124661-142206: A=69.66],
[173592-225784: A=147.84],
[184454-220948: A=176.16],
[153717-163140: A=179.83],
[166871-208188: A=240.29],
[101780-101918: A=136.31],
[121601-127192: A=211.82],
[148561-175258: A=13.62],
[154007-167094: A=186.33],
[154447-177006: A=103.11],
[189756-248847: A=113.90],
[182606-204287: A=92.80],
[149407-187043: A=84.43],
[185933-207383: A=125.25],
[115079-124921: A=25.05],
[114910-119198: A=52.23],
[183504-206297: A=44.62],
[183364-214463: A=149.61],
[155155-204280: A=165.24],
[103535-106914: A=78.09],
[199213-283791: A=104.70],
[174904-182156: A=142.66],
[110931-119098: A=146.28],
[133459-136601: A=135.74],
[118027-126663: A=75.55],
[113707-115200: A=113.79],
[124376-132344: A=129.24],
[100570-100620: A=120.19],
[139296-146186: A=74.31],
[100344-100394: A=74.21],
[175456-237846: A=28.92],
[173254-214441: A=194.23],
[158182-188011: A=20.44],
[115043-120317: A=125.44],
[185904-227725: A=133.40],
[139833-156192: A=164.01],
[183007-223806: A=246.76],
[133871-158774: A=218.59],
[115830-121849: A=107.44],
[181412-186706: A=184.74],
[113685-123129: A=194.55],
[123191-139208: A=205.67],
[185964-194783: A=222.09],
[196870-204229: A=93.90],
[179479-205018: A=102.84],
[101760-103330: A=65.47],
[164926-197288: A=92.92],
[126690-136086: A=50.91],
[188529-268382: A=21.33],
[189810-233591: A=33.24],
[170534-180141: A=1.85],
[178623-246286: A=34.27],
[109106-117885: A=235.19],
[112848-120768: A=144.84],
[150245-157864: A=18.67],
[117372-131738: A=47.81],
[148724-186366: A=196.38],
[116891-117952: A=234.29],
[164936-187285: A=61.62],
[108820-114325: A=71.91],
[177948-224537: A=236.65],
[101244-101766: A=133.01],
[113825-115972: A=98.39],
[145128-159474: A=113.53],
[193824-213487: A=29.64],
[159485-167496: A=87.08],
[194055-208819: A=134.54],
[162634-170143: A=167.20],
[143176-158543: A=218.64],
[100350-100467: A=244.15],
[114573-118845: A=211.01],
[127980-155759: A=64.13],
[150193-172988: A=241.17],
[192090-216111: A=189.75],
[153224-177475: A=29.76],
[175863-181897: A=213.92],
[196060-233854: A=181.64],
[115227-123021: A=65.95],
[188809-195586: A=167.19],
[105754-108192: A=97.64],
[124718-143960: A=0.16],
[123867-130095: A=173.83],
[133864-166487: A=163.74],
[181233-255314: A=198.33],
[157512-163250: A=45.70],
[136583-139135: A=119.66],
[146742-185523: A=149.42],
[120140-132079: A=16.53],
[114911-126905: A=32.60],
[121467-122099: A=92.38],
[180155-222057: A=27.89],
[187326-225507: A=248.52],
[111746-121025: A=99.94],
[148504-187550: A=30.74],
[140787-168065: A=151.18],
[101465-102212: A=2.11],
[153285-193711: A=183.40],
[136679-165258: A=103.66],
[131378-147970: A=1.43],
[170948-192031: A=74.75],
[172182-243958: A=197.87],
[194468-269343: A=145.43],
[116419-131019: A=225.25],
[119388-133823: A=48.58],
[105105-106100: A=168.06],
[144342-184636: A=182.51],
[155929-209953: A=28.44],
[108775-114854: A=134.62],
[145367-166963: A=24.80],
[144175-145560: A=92.02],
[168411-204860: A=223.86],
[159993-160171: A=36.74],
[128058-150218: A=81.37],
[142525-154007: A=95.47],
[141701-177231: A=9.90],
[183393-238419: A=207.44],
[103718-106935: A=37.93],
[135772-145924: A=121.11],
[185562-230890: A=50.80],
[142904-150202: A=174.04],
[125484-147945: A=49.35],
[130211-156032: A=239.82],
[124919-136972: A=237.77],
[130616-145760: A=244.25],
[115604-123882: A=197.48],
[116770-129529: A=207.29],
[120825-135624: A=114.32],
[153501-191076: A=99.42],
[122877-143967: A=36.76],
[115235-116159: A=42.29],
[195039-223996: A=171.73],
[172641-230658: A=156.18],
[151576-190123: A=128.48],
[108510-111400: A=67.37],
[185614-240645: A=236.38],
[170303-184027: A=108.28],
[117029-131156: A=214.19],
[189727-226969: A=4.78],
[183902-264434: A=187.11],
[130508-149382: A=21.60],
[196363-231728: A=93.71],
[159098-204475: A=222.78],
[140557-163219: A=192.80],
[127872-148266: A=209.07],
[103242-104213: A=141.38],
[122003-134401: A=164.10],
[181744-212510: A=36.58],
[114239-123991: A=156.22],
[191462-276412: A=0.39],
[115721-129237: A=73.14],
[109908-113856: A=32.84],
[112431-121380: A=161.58],
[192794-202966: A=140.66],
[107445-113193: A=249.64],
[132587-133526: A=111.10],
[178109-231469: A=139.50],
[169580-179287: A=5.74],
[191792-234459: A=163.50],
[188803-229811: A=99.56],
[171086-227667: A=20.36],
[149807-176582: A=111.57],
[158843-196111: A=24.58],
[192934-285264: A=59.07],
[125771-140092: A=70.96],
[177285-239768: A=43.25],
[142360-158155: A=191.40],
[101353-101917: A=194.91],
[188235-273329: A=69.90],
[152432-156401: A=63.55],
[106056-106408: A=227.82],
[159334-166711: A=35.18],
[192877-219132: A=104.65],
[176221-177227: A=139.68],
[177562-230087: A=74.96],
[114076-122798: A=123.08],
[167571-234537: A=43.85],
[180686-190160: A=185.63],
[181138-215987: A=61.48],
[137087-168088: A=121.25],
[117399-119929: A=215.15],
[159369-181828: A=164.37],
[129541-132788: A=108.09],
[142883-145941: A=140.30],
[133040-142775: A=218.12],
[122644-129620: A=127.68],
[119730-126125: A=169.30],
[148374-180133: A=122.24],
